Region,ADFGStreamCode,StreamName,SurveyDate,SurveyType,ProcessingAreaNum,Latitude,Longitude,SampleTrayId,SampleCell,Species,Sex,Length,MissingOtoliths,MissingDNA,AlternateTissueSample,LastSpecimenForProcArea,SpawningState,ScaleCardNumber,ScaleCardRow,PreSpawn,PartialSpawner,PreyedUpon,TagNumber,TagStatus,LengthTypeCode,OpercularPunchCode,Hatchery,Age,MarkId,MarkPresent,MarkStatus,MarkStatusDescription,Comments,DeviceId,LastModifiedBy,LastModifiedDate,QABy,QADate,TransDate,MissingAdfgData,NoHWAnalysis,NoLengthAnalysis,NoSexAnalysis,NoAgeAnalysis,AdfgDataUpdated
PWS,222-20-12640,Siwash R,7/25/2015,1,1,60.95725373,-147.6876476,1989,19,440,F,423,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,1,60.95725373,-147.6876476,1989,2,440,F,457,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,1,60.95725373,-147.6876476,1989,20,440,M,439,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,1,60.95725373,-147.6876476,1989,21,440,F,429,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,1,60.95725373,-147.6876476,1989,22,440,F,417,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,1,60.95725373,-147.6876476,1989,23,440,M,402,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,1,60.95725373,-147.6876476,1989,24,440,M,453,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,1,60.95725373,-147.6876476,1989,25,440,M,538,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,1,60.95725373,-147.6876476,1989,26,440,M,449,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,1,60.95725373,-147.6876476,1989,27,440,M,365,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,2,60.95674397,-147.6877078,1989,28,440,F,447,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,, ,3N66,Otolith Lost,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,2,60.95674397,-147.6877078,1989,29,440,F,428,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,1,60.95725373,-147.6876476,1989,3,440,M,361,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,2,60.95674397,-147.6877078,1989,30,440,F,439,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,2,60.95674397,-147.6877078,1989,31,440,F,385,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,2,60.95674397,-147.6877078,1989,32,440,M,423,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,2,60.95674397,-147.6877078,1989,33,440,F,456,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,2,60.95674397,-147.6877078,1989,34,440,F,444,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,2,60.95674397,-147.6877078,1989,35,440,M,400,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,2,60.95674397,-147.6877078,1989,36,440,F,394,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,2,60.95674397,-147.6877078,1989,37,440,M,430,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,2,60.95674397,-147.6877078,1989,38,440,M,399,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,2,60.95674397,-147.6877078,1989,39,440,M,390,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,1,60.95725373,-147.6876476,1989,4,440,M,381,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,2,60.95674397,-147.6877078,1989,40,440,M,417,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,CANNERY CREEK,,CCH13,Y,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,2,60.95674397,-147.6877078,1989,41,440,F,455,1,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,2,60.95674397,-147.6877078,1989,42,440,F,439,0,FALSE,FALSE,FALSE,Alive,,,,TRUE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,2,60.95674397,-147.6877078,1989,43,440,F,411,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,2,60.95674397,-147.6877078,1989,44,440,F,411,0,FALSE,FALSE,TRUE,Alive,,,,TRUE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,3,60.95886262,-147.6888211,1989,45,440,F,431,0,FALSE,FALSE,TRUE,Pink Gill,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,5,60.95797701,-147.6862546,1989,46,440,M,437,0,FALSE,FALSE,FALSE,Pink Gill,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,5,60.95797701,-147.6862546,1989,47,440,M,439,0,FALSE,FALSE,TRUE,Pink Gill,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,1,60.95725373,-147.6876476,1989,5,440,F,408,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,1,60.95725373,-147.6876476,1989,6,440,M,492,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,1,60.95725373,-147.6876476,1989,7,440,M,403,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,1,60.95725373,-147.6876476,1989,8,440,M,447,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,7/25/2015,1,1,60.95725373,-147.6876476,1989,9,440,M,399,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,Tab22015QBDX,StreamTeam2\Stream Team 2,7/25/2015,Sarah Hoepfner,7/25/2015,7/25/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,8/15/2015,1,1,60.9576389,-147.6862058,2006,1,440,M,410,0,FALSE,FALSE,FALSE,Pink Gill,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,tab220156QBT,Erica Patterson,8/15/2015,Erica Patterson,8/15/2015,8/16/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,8/15/2015,1,1,60.9576389,-147.6862058,2006,10,440,M,458,0,FALSE,FALSE,FALSE,Pink Gill,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,tab220156QBT,StreamTeam2\Stream Team 2,8/15/2015,Erica Patterson,8/15/2015,8/16/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,8/15/2015,1,1,60.9576389,-147.6862058,2006,11,440,M,461,0,FALSE,FALSE,FALSE,Pink Gill,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,tab220156QBT,StreamTeam2\Stream Team 2,8/15/2015,Erica Patterson,8/15/2015,8/16/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,8/15/2015,1,1,60.9576389,-147.6862058,2006,12,440,M,448,0,FALSE,FALSE,FALSE,Pink Gill,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,tab220156QBT,StreamTeam2\Stream Team 2,8/15/2015,Erica Patterson,8/15/2015,8/16/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,8/15/2015,1,1,60.9576389,-147.6862058,2006,13,440,F,463,0,FALSE,FALSE,FALSE,Pink Gill,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,tab220156QBT,StreamTeam2\Stream Team 2,8/15/2015,Erica Patterson,8/15/2015,8/16/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,8/15/2015,1,1,60.9576389,-147.6862058,2006,14,440,F,440,0,FALSE,FALSE,FALSE,Pink Gill,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,tab220156QBT,StreamTeam2\Stream Team 2,8/15/2015,Erica Patterson,8/15/2015,8/16/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,8/15/2015,1,1,60.9576389,-147.6862058,2006,15,440,F,410,0,FALSE,FALSE,FALSE,Pink Gill,,,,TRUE,FALSE,,,4,,WALLY NOERENBERG,,WNH13PINKB,Y,1L0n,OK,,tab220156QBT,StreamTeam2\Stream Team 2,8/15/2015,Erica Patterson,8/15/2015,8/16/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,8/15/2015,1,1,60.9576389,-147.6862058,2006,16,440,M,408,0,FALSE,FALSE,FALSE,Pink Gill,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,tab220156QBT,StreamTeam2\Stream Team 2,8/15/2015,Erica Patterson,8/15/2015,8/16/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,8/15/2015,1,1,60.9576389,-147.6862058,2006,17,440,M,420,0,FALSE,FALSE,FALSE,Pink Gill,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,tab220156QBT,StreamTeam2\Stream Team 2,8/15/2015,Erica Patterson,8/15/2015,8/16/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,8/15/2015,1,1,60.9576389,-147.6862058,2006,18,440,M,446,0,FALSE,FALSE,FALSE,Pink Gill,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,tab220156QBT,StreamTeam2\Stream Team 2,8/15/2015,Erica Patterson,8/15/2015,8/16/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,8/15/2015,1,1,60.9576389,-147.6862058,2006,19,440,M,459,0,FALSE,FALSE,TRUE,Pink Gill,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,tab220156QBT,StreamTeam2\Stream Team 2,8/15/2015,Erica Patterson,8/15/2015,8/16/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,8/15/2015,1,1,60.9576389,-147.6862058,2006,2,440,F,431,0,FALSE,FALSE,FALSE,Pink Gill,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,tab220156QBT,StreamTeam2\Stream Team 2,8/15/2015,Erica Patterson,8/15/2015,8/16/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,8/15/2015,1,5,60.96056045,-147.6934182,2006,20,440,F,371,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,tab220156QBT,StreamTeam2\Stream Team 2,8/15/2015,Erica Patterson,8/15/2015,8/16/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,8/15/2015,1,5,60.96056045,-147.6934182,2006,21,440,M,431,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,A F KOERNIG,,AFK13B,Y,1L0n,OK,,tab220156QBT,StreamTeam2\Stream Team 2,8/15/2015,Erica Patterson,8/15/2015,8/16/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,8/15/2015,1,5,60.96056045,-147.6934182,2006,22,440,M,369,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,tab220156QBT,StreamTeam2\Stream Team 2,8/15/2015,Erica Patterson,8/15/2015,8/16/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,8/15/2015,1,5,60.96056045,-147.6934182,2006,23,440,M,447,0,FALSE,FALSE,FALSE,Alive,,,,TRUE,FALSE,,,4,,,,,N,1L0n,OK,,tab220156QBT,StreamTeam2\Stream Team 2,8/15/2015,Erica Patterson,8/15/2015,8/16/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,8/15/2015,1,5,60.96056045,-147.6934182,2006,24,440,M,409,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,tab220156QBT,StreamTeam2\Stream Team 2,8/15/2015,Erica Patterson,8/15/2015,8/16/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,8/15/2015,1,5,60.96056045,-147.6934182,2006,25,440,F,424,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,tab220156QBT,StreamTeam2\Stream Team 2,8/15/2015,Erica Patterson,8/15/2015,8/16/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,8/15/2015,1,5,60.96056045,-147.6934182,2006,26,440,M,407,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,tab220156QBT,StreamTeam2\Stream Team 2,8/15/2015,Erica Patterson,8/15/2015,8/16/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,8/15/2015,1,5,60.96056045,-147.6934182,2006,27,440,M,454,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,tab220156QBT,StreamTeam2\Stream Team 2,8/15/2015,Erica Patterson,8/15/2015,8/16/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,8/15/2015,1,5,60.96056045,-147.6934182,2006,28,440,M,411,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,tab220156QBT,StreamTeam2\Stream Team 2,8/15/2015,Erica Patterson,8/15/2015,8/16/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PWS,222-20-12640,Siwash R,8/15/2015,1,5,60.96056045,-147.6934182,2006,29,440,M,411,0,FALSE,FALSE,FALSE,Alive,,,,FALSE,FALSE,,,4,,,,,N,1L0n,OK,,tab220156QBT,StreamTeam2\Stream Team 2,8/15/2015,Erica Patterson,8/15/2015,8/16/2015,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
