Silly Code,Collection ID,Fish ID,Freshwater Age,Ocean Age,Sex,Length,Weight,Scale Card Number,Scale Card Position,ASL Number
PAFK13,50966,64,0,0,M,,,,,
PAFK13,50966,65,0,0,M,,,,,
PAFK13,50966,66,0,0,M,,,,,
PAFK13,50966,67,0,0,M,,,,,
PAFK13,50966,68,0,0,M,,,,,
PAFK13,50966,69,0,0,M,,,,,
PAFK13,50966,70,0,0,M,,,,,
PAFK13,50966,71,0,0,M,,,,,
PAFK13,50966,72,0,0,M,,,,,
PAFK13,50966,73,0,0,M,,,,,
PAFK13,50966,74,0,0,M,,,,,
PAFK13,50966,75,0,0,M,,,,,
PAFK13,50966,76,0,0,F,,,,,
PAFK13,50966,77,0,0,F,,,,,
PAFK13,50966,78,0,0,F,,,,,
PAFK13,50966,79,0,0,F,,,,,
PAFK13,50966,80,0,0,F,,,,,
PAFK13,50966,81,0,0,F,,,,,
PAFK13,50966,82,0,0,F,,,,,
PAFK13,50966,83,0,0,F,,,,,
PAFK13,50966,84,0,0,F,,,,,
PAFK13,50966,85,0,0,F,,,,,
PAFK13,50966,86,0,0,F,,,,,
PAFK13,50966,87,0,0,F,,,,,
PAFK13,50966,88,0,0,F,,,,,
PAFK13,50966,89,0,0,F,,,,,
PAFK13,50966,90,0,0,F,,,,,
PAFK13,50966,91,0,0,F,,,,,
PAFK13,50966,92,0,0,F,,,,,
PAFK13,50966,93,0,0,F,,,,,
PAFK13,50966,94,0,0,F,,,,,
PAFK13,50966,95,0,0,F,,,,,
PAFK13,50966,96,0,0,F,,,,,
PAFK13,50966,97,0,0,F,,,,,
PAFK13,50966,98,0,0,F,,,,,
PAFK13,50966,99,0,0,F,,,,,
PAFK13,50966,100,0,0,F,,,,,
PAFK13,50966,101,0,0,M,,,,,
PAFK13,50966,102,0,0,M,,,,,
PAFK13,50966,103,0,0,M,,,,,
PAFK13,50966,104,0,0,M,,,,,
PAFK13,50966,105,0,0,M,,,,,
PAFK13,50966,106,0,0,M,,,,,
PAFK13,50966,107,0,0,M,,,,,
PAFK13,50966,108,0,0,M,,,,,
PAFK13,50966,109,0,0,M,,,,,
PAFK13,50966,110,0,0,M,,,,,
PAFK13,50966,111,0,0,M,,,,,
PAFK13,50966,112,0,0,M,,,,,
PAFK13,50966,113,0,0,M,,,,,
PAFK13,50966,114,0,0,M,,,,,
PAFK13,50966,115,0,0,M,,,,,
PAFK13,50966,116,0,0,M,,,,,
PAFK13,50966,117,0,0,M,,,,,
PAFK13,50966,118,0,0,M,,,,,
PAFK13,50966,119,0,0,M,,,,,
PAFK13,50966,120,0,0,M,,,,,
PAFK13,50966,121,0,0,M,,,,,
PAFK13,50966,122,0,0,M,,,,,
PAFK13,50966,123,0,0,M,,,,,
PAFK13,50966,124,0,0,M,,,,,
PAFK13,50966,125,0,0,M,,,,,
PAFK13,50966,126,0,0,F,,,,,
PAFK13,50966,127,0,0,F,,,,,
PAFK13,50966,128,0,0,F,,,0,0,
PAFK13,50966,129,0,0,F,,,0,0,
PAFK13,50966,130,0,0,F,,,0,0,
PAFK13,50966,131,,,F,,,,,
PAFK13,50966,132,,,F,,,,,
PAFK13,50966,133,,,F,,,,,
PAFK13,50966,134,,,F,,,,,
PAFK13,50966,135,,,F,,,,,
PAFK13,50966,136,,,F,,,,,
PAFK13,50966,137,,,F,,,,,
PAFK13,50966,138,,,F,,,,,
PAFK13,50966,139,,,F,,,,,
PAFK13,50966,140,,,F,,,,,
PAFK13,50966,141,,,F,,,,,
PAFK13,50966,142,,,F,,,,,
PAFK13,50966,143,,,F,,,,,
PAFK13,50966,144,,,F,,,,,
PAFK13,50966,145,,,F,,,,,
PAFK13,50966,146,,,F,,,,,
PAFK13,50966,147,,,F,,,,,
PAFK13,50966,148,,,F,,,,,
PAFK13,50966,149,,,F,,,,,
PAFK13,50966,150,,,F,,,,,
PAFK13,50966,151,,,M,,,,,
PAFK13,50966,152,,,M,,,,,
PAFK13,50966,153,,,M,,,,,
PAFK13,50966,154,,,M,,,,,
PAFK13,50966,155,,,M,,,,,
PAFK13,50966,156,,,M,,,,,
PAFK13,50966,157,,,M,,,,,
PAFK13,50966,158,,,M,,,,,
PAFK13,50966,159,,,M,,,,,
PAFK13,50966,160,,,M,,,,,
PAFK13,50966,161,,,M,,,,,
PAFK13,50966,162,,,M,,,,,
PAFK13,50966,163,,,M,,,,,
PAFK13,50966,164,,,M,,,,,
PAFK13,50966,165,,,M,,,,,
PAFK13,50966,166,,,M,,,,,
PAFK13,50966,167,,,M,,,,,
PAFK13,50966,168,,,M,,,,,
PAFK13,50966,169,,,M,,,,,
PAFK13,50966,170,,,M,,,,,
PAFK13,50966,171,,,M,,,,,
PAFK13,50966,172,,,M,,,,,
PAFK13,50966,173,,,M,,,,,
PAFK13,50966,174,,,M,,,,,
PAFK13,50966,175,,,M,,,,,
PAFK13,50966,176,,,F,,,,,
PAFK13,50966,177,,,F,,,,,
PAFK13,50966,178,,,F,,,,,
PAFK13,50966,179,,,F,,,,,
PAFK13,50966,180,,,F,,,,,
PAFK13,50966,181,,,F,,,,,
PAFK13,50966,182,,,F,,,,,
PAFK13,50966,183,,,F,,,,,
PAFK13,50966,184,,,F,,,,,
PAFK13,50966,185,,,F,,,,,
PAFK13,50966,186,,,F,,,,,
PAFK13,50966,187,,,F,,,,,
PAFK13,50966,188,,,F,,,,,
PAFK13,50966,189,,,F,,,,,
PAFK13,50966,190,,,F,,,,,
PAFK13,50966,191,,,F,,,,,
PAFK13,50966,192,,,F,,,,,
PAFK13,50966,193,,,F,,,,,
PAFK13,50966,194,,,F,,,,,
PAFK13,50966,195,,,F,,,,,
PAFK13,50966,196,,,F,,,,,
PAFK13,50966,197,,,F,,,,,
PAFK13,50966,198,,,F,,,,,
PAFK13,50966,199,,,F,,,,,
PAFK13,50966,200,,,F,,,,,
PAFK14,52458,1,,,M,,,,,
PAFK14,52458,2,,,M,,,,,
PAFK14,52458,3,,,M,,,,,
PAFK14,52458,4,,,M,,,,,
PAFK14,52458,5,,,M,,,,,
PAFK14,52458,6,,,M,,,,,
PAFK14,52458,7,,,M,,,,,
PAFK14,52458,8,,,M,,,,,
PAFK14,52458,9,,,M,,,,,
PAFK14,52458,10,,,M,,,,,
PAFK14,52458,11,,,M,,,,,
PAFK14,52458,12,,,M,,,,,
PAFK14,52458,13,,,M,,,,,
PAFK14,52458,14,,,M,,,,,
PAFK14,52458,15,,,M,,,,,
PAFK14,52458,16,,,M,,,,,
PAFK14,52458,17,,,M,,,,,
PAFK14,52458,18,,,M,,,,,
PAFK14,52458,19,,,M,,,,,
PAFK14,52458,20,,,M,,,,,
PAFK14,52458,21,,,M,,,,,
PAFK14,52458,22,,,M,,,,,
PAFK14,52458,23,,,M,,,,,
PAFK14,52458,24,,,M,,,,,
PAFK14,52458,25,,,F,,,,,
PAFK14,52458,26,,,F,,,,,
PAFK14,52458,27,,,F,,,,,
PAFK14,52458,28,,,F,,,,,
PAFK14,52458,29,,,F,,,,,
PAFK14,52458,30,,,F,,,,,
PAFK14,52458,31,,,F,,,,,
PAFK14,52458,32,,,F,,,,,
PAFK14,52458,33,,,F,,,,,
PAFK14,52458,34,,,F,,,,,
PAFK14,52458,35,,,F,,,,,
PAFK14,52458,36,,,F,,,,,
PAFK14,52458,37,,,F,,,,,
PAFK14,52458,38,,,F,,,,,
PAFK14,52458,39,,,F,,,,,
PAFK14,52458,40,,,F,,,,,
PAFK14,52458,41,,,F,,,,,
PAFK14,52458,42,,,F,,,,,
PAFK14,52458,43,,,F,,,,,
PAFK14,52458,44,,,F,,,,,
PAFK14,52458,45,,,F,,,,,
PAFK14,52458,46,,,F,,,,,
PAFK14,52458,47,,,F,,,,,
PAFK14,52458,48,,,F,,,,,
PAFK14,52458,49,,,F,,,,,
PAFK14,52458,50,,,M,,,,,
PAFK14,52458,51,,,M,,,,,
PAFK14,52458,52,,,M,,,,,
PAFK14,52458,53,,,M,,,,,
PAFK14,52458,54,,,M,,,,,
PAFK14,52458,55,,,M,,,,,
PAFK14,52458,56,,,M,,,,,
PAFK14,52458,57,,,M,,,,,
PAFK14,52458,58,,,M,,,,,
PAFK14,52458,59,,,M,,,,,
PAFK14,52458,60,,,M,,,,,
PAFK14,52458,61,,,M,,,,,
PAFK14,52458,62,,,M,,,,,
PAFK14,52458,63,,,M,,,,,
PAFK14,52458,64,,,M,,,,,
PAFK14,52458,65,,,M,,,,,
PAFK14,52458,66,,,M,,,,,
PAFK14,52458,67,,,M,,,,,
PAFK14,52458,68,,,M,,,,,
PAFK14,52458,69,,,M,,,,,
PAFK14,52458,70,,,M,,,,,
PAFK14,52458,71,,,M,,,,,
PAFK14,52458,72,,,M,,,,,
PAFK14,52458,73,,,M,,,,,
PAFK14,52458,74,,,M,,,,,
PAFK14,52458,75,,,F,,,,,
PAFK14,52458,76,,,F,,,,,
PAFK14,52458,77,,,F,,,,,
PAFK14,52458,78,,,F,,,,,
PAFK14,52458,79,,,F,,,,,
PAFK14,52458,80,,,F,,,,,
PAFK14,52458,81,,,F,,,,,
PAFK14,52458,82,,,F,,,,,
PAFK14,52458,83,,,F,,,,,
PAFK14,52458,84,,,F,,,,,
PAFK14,52458,85,,,F,,,,,
PAFK14,52458,86,,,F,,,,,
PAFK14,52458,87,,,F,,,,,
PAFK14,52458,88,,,F,,,,,
PAFK14,52458,89,,,F,,,,,
PAFK14,52458,90,,,F,,,,,
PAFK14,52458,91,,,F,,,,,
PAFK14,52458,92,,,F,,,,,
PAFK14,52458,93,,,F,,,,,
PAFK14,52458,94,,,F,,,,,
PAFK14,52458,95,,,F,,,,,
PAFK14,52458,96,,,F,,,,,
PAFK14,52458,97,,,F,,,,,
PAFK14,52458,98,,,F,,,,,
PAFK14,52458,99,,,F,,,,,
PAFK14,52458,100,,,F,,,,,
PAFK14,52458,101,,,U,,,,,
PAFK14,52458,102,,,U,,,,,
PAFK14,52458,103,,,U,,,,,
PAFK14,52458,104,,,U,,,,,
PAFK14,52458,105,,,U,,,,,
PAFK14,52458,106,,,U,,,,,
PAFK14,52458,107,,,U,,,,,
PAFK14,52458,108,,,U,,,,,
PAFK14,52458,109,,,U,,,,,
PAFK14,52458,110,,,U,,,,,
PAFK14,52458,111,,,U,,,,,
PAFK14,52458,112,,,U,,,,,
PAFK14,52458,113,,,U,,,,,
PAFK14,52458,114,,,U,,,,,
PAFK14,52458,115,,,U,,,,,
PAFK14,52458,116,,,U,,,,,
PAFK14,52458,117,,,U,,,,,
PAFK14,52458,118,,,U,,,,,
PAFK14,52458,119,,,U,,,,,
PAFK14,52458,120,,,U,,,,,
PAFK14,52458,121,,,U,,,,,
PAFK14,52458,122,,,U,,,,,
PAFK14,52458,123,,,U,,,,,
PAFK14,52458,124,,,U,,,,,
PAFK14,52458,125,,,U,,,,,
PAFK14,52458,126,,,U,,,,,
PAFK14,52458,127,,,U,,,,,
PAFK14,52458,128,,,U,,,,,
PAFK14,52458,129,,,U,,,,,
PAFK14,52458,130,,,U,,,,,
PAFK14,52458,131,,,U,,,,,
PAFK14,52458,132,,,U,,,,,
PAFK14,52458,133,,,U,,,,,
PAFK14,52458,134,,,U,,,,,
PAFK14,52458,135,,,U,,,,,
PAFK14,52458,136,,,U,,,,,
PAFK14,52458,137,,,U,,,,,
PAFK14,52458,138,,,U,,,,,
PAFK14,52458,139,,,U,,,,,
PAFK14,52458,140,,,U,,,,,
PAFK14,52458,141,,,U,,,,,
PAFK14,52458,142,,,U,,,,,
PAFK14,52458,143,,,U,,,,,
PAFK14,52458,144,,,U,,,,,
PAFK14,52458,145,,,U,,,,,
PAFK14,52458,146,,,U,,,,,
PAFK14,52458,147,,,U,,,,,
PAFK14,52458,148,,,U,,,,,
PAFK14,52458,149,,,U,,,,,
PAFK14,52458,150,,,U,,,,,
PAFK14,52458,151,,,U,,,,,
PAFK14,52458,152,,,U,,,,,
PAFK14,52458,153,,,U,,,,,
PAFK14,52458,154,,,U,,,,,
PAFK14,52458,155,,,U,,,,,
PAFK14,52458,156,,,U,,,,,
PAFK14,52458,157,,,U,,,,,
PAFK14,52458,158,,,U,,,,,
PAFK14,52458,159,,,U,,,,,
PAFK14,52458,160,,,U,,,,,
PAFK14,52458,161,,,U,,,,,
PAFK14,52458,162,,,U,,,,,
PAFK14,52458,163,,,U,,,,,
PAFK14,52458,164,,,U,,,,,
PAFK14,52458,165,,,U,,,,,
PAFK14,52458,166,,,U,,,,,
PAFK14,52458,167,,,U,,,,,
PAFK14,52458,168,,,U,,,,,
PAFK14,52458,169,,,U,,,,,
PAFK14,52458,170,,,U,,,,,
PAFK14,52458,171,,,U,,,,,
PAFK14,52458,172,,,U,,,,,
PAFK14,52458,173,,,U,,,,,
PAFK14,52458,174,,,U,,,,,
PAFK14,52458,175,,,U,,,,,
PAFK14,52458,176,,,U,,,,,
PAFK14,52458,177,,,U,,,,,
PAFK14,52458,178,,,U,,,,,
PAFK14,52458,179,,,U,,,,,
PAFK14,52458,180,,,U,,,,,
PAFK14,52458,181,,,U,,,,,
PAFK14,52458,182,,,U,,,,,
PAFK14,52458,183,,,U,,,,,
PAFK14,52458,184,,,U,,,,,
PAFK14,52458,185,,,U,,,,,
PAFK14,52458,186,,,U,,,,,
PAFK14,52458,187,,,U,,,,,
PAFK14,52458,188,,,U,,,,,
PAFK14,52458,189,,,U,,,,,
PAFK14,52458,190,,,U,,,,,
PAFK14,52458,191,,,U,,,,,
PAFK14,52458,192,,,U,,,,,
PAFK14,52458,193,,,U,,,,,
PAFK14,52458,194,,,U,,,,,
PAFK14,52458,195,,,U,,,,,
PAFK14,52458,196,,,U,,,,,
PAFK14,52458,197,,,U,,,,,
PAFK14,52458,198,,,U,,,,,
PAFK14,52458,199,,,U,,,,,
PAFK14,52458,200,,,U,,,,,
PAFK91H,2603,1,,,,,,,,
PAFK91H,2603,2,,,,,,,,
PAFK91H,2603,3,,,,,,,,
PAFK91H,2603,4,,,,,,,,
PAFK91H,2603,5,,,,,,,,
PAFK91H,2603,6,,,,,,,,
PAFK91H,2603,7,,,,,,,,
PAFK91H,2603,8,,,,,,,,
PAFK91H,2603,9,,,,,,,,
PAFK91H,2603,10,,,,,,,,
PAFK91H,2603,11,,,,,,,,
PAFK91H,2603,12,,,,,,,,
PAFK91H,2603,13,,,,,,,,
PAFK91H,2603,14,,,,,,,,
PAFK91H,2603,15,,,,,,,,
PAFK91H,2603,16,,,,,,,,
PAFK91H,2603,17,,,,,,,,
PAFK91H,2603,18,,,,,,,,
PAFK91H,2603,19,,,,,,,,
PAFK91H,2603,20,,,,,,,,
PAFK91H,2603,21,,,,,,,,
PAFK91H,2603,22,,,,,,,,
PAFK91H,2603,23,,,,,,,,
PAFK91H,2603,24,,,,,,,,
PAFK91H,2603,25,,,,,,,,
PAFK91H,2603,26,,,,,,,,
PAFK91H,2603,27,,,,,,,,
PAFK91H,2603,28,,,,,,,,
PAFK91H,2603,29,,,,,,,,
PAFK91H,2603,30,,,,,,,,
PAFK91H,2603,31,,,,,,,,
PAFK91H,2603,32,,,,,,,,
PAFK91H,2603,33,,,,,,,,
PAFK91H,2603,34,,,,,,,,
PAFK91H,2603,35,,,,,,,,
PAFK91H,2603,36,,,,,,,,
PAFK91H,2603,37,,,,,,,,
PAFK91H,2603,38,,,,,,,,
PAFK91H,2603,39,,,,,,,,
PAFK91H,2603,40,,,,,,,,
PAFK91H,2603,41,,,,,,,,
PAFK91H,2603,42,,,,,,,,
PAFK91H,2603,43,,,,,,,,
PAFK91H,2603,44,,,,,,,,
PAFK91H,2603,45,,,,,,,,
PAFK91H,2603,46,,,,,,,,
PAFK91H,2603,47,,,,,,,,
PAFK91H,2603,48,,,,,,,,
PAFK91H,2603,49,,,,,,,,
PAFK91H,2603,50,,,,,,,,
PAFK91H,2603,51,,,,,,,,
PAFK91H,2603,52,,,,,,,,
PAFK91H,2603,53,,,,,,,,
PAFK91H,2603,54,,,,,,,,
PAFK91H,2603,55,,,,,,,,
PAFK91H,2603,56,,,,,,,,
PAFK91H,2603,57,,,,,,,,
PAFK91H,2603,58,,,,,,,,
PAFK91H,2603,59,,,,,,,,
PAFK91H,2603,60,,,,,,,,
PAFK91H,2603,61,,,,,,,,
PAFK91H,2603,62,,,,,,,,
PAFK91H,2603,63,,,,,,,,
PAFK91H,2603,64,,,,,,,,
PAFK91H,2603,65,,,,,,,,
PAFK91H,2603,66,,,,,,,,
PAFK91H,2603,67,,,,,,,,
PAFK91H,2603,68,,,,,,,,
PAFK91H,2603,69,,,,,,,,
PAFK91H,2603,70,,,,,,,,
PAFK91H,2603,71,,,,,,,,
PAFK91H,2603,72,,,,,,,,
PAFK91H,2603,73,,,,,,,,
PAFK91H,2603,74,,,,,,,,
PAFK91H,2603,75,,,,,,,,
PAFK91H,2603,76,,,,,,,,
PAFK91H,2603,77,,,,,,,,
PAFK91H,2603,78,,,,,,,,
PAFK91H,2603,79,,,,,,,,
PAFK91H,2603,80,,,,,,,,
PAFK91H,2603,81,,,,,,,,
PAFK91H,2603,82,,,,,,,,
PAFK91H,2603,83,,,,,,,,
PAFK91H,2603,84,,,,,,,,
PAFK91H,2603,85,,,,,,,,
PAFK91H,2603,86,,,,,,,,
PAFK91H,2603,87,,,,,,,,
PAFK91H,2603,88,,,,,,,,
PAFK91H,2603,89,,,,,,,,
PAFK91H,2603,90,,,,,,,,
PAFK91H,2603,91,,,,,,,,
PAFK91H,2603,92,,,,,,,,
PAFK91H,2603,93,,,,,,,,
PAFK91H,2603,94,,,,,,,,
PAFK91H,2603,95,,,,,,,,
PAFK91H,2603,96,,,,,,,,
PAFK91H,2603,97,,,,,,,,
PAFK91H,2603,98,,,,,,,,
PAFK91H,2603,99,,,,,,,,
PAFK91H,2603,100,,,,,,,,
PAFK94H,2604,1,,,U,,,,,
PAFK94H,2604,2,,,U,,,,,
PAFK94H,2604,3,,,U,,,,,
PAFK94H,2604,4,,,U,,,,,
PAFK94H,2604,5,,,U,,,,,
PAFK94H,2604,6,,,U,,,,,
PAFK94H,2604,7,,,U,,,,,
PAFK94H,2604,8,,,U,,,,,
PAFK94H,2604,9,,,U,,,,,
PAFK94H,2604,10,,,U,,,,,
PAFK94H,2604,11,,,U,,,,,
PAFK94H,2604,12,,,U,,,,,
PAFK94H,2604,13,,,U,,,,,
PAFK94H,2604,14,,,U,,,,,
PAFK94H,2604,15,,,U,,,,,
PAFK94H,2604,16,,,U,,,,,
PAFK94H,2604,17,,,U,,,,,
PAFK94H,2604,18,,,U,,,,,
PAFK94H,2604,19,,,U,,,,,
PAFK94H,2604,20,,,U,,,,,
PAFK94H,2604,21,,,U,,,,,
PAFK94H,2604,22,,,U,,,,,
PAFK94H,2604,23,,,U,,,,,
PAFK94H,2604,24,,,U,,,,,
PAFK94H,2604,25,,,U,,,,,
PAFK94H,2604,26,,,U,,,,,
PAFK94H,2604,27,,,U,,,,,
PAFK94H,2604,28,,,U,,,,,
PAFK94H,2604,29,,,U,,,,,
PAFK94H,2604,30,,,U,,,,,
PAFK94H,2604,31,,,U,,,,,
PAFK94H,2604,32,,,U,,,,,
PAFK94H,2604,33,,,U,,,,,
PAFK94H,2604,34,,,U,,,,,
PAFK94H,2604,35,,,U,,,,,
PAFK94H,2604,36,,,U,,,,,
PAFK94H,2604,37,,,U,,,,,
PAFK94H,2604,38,,,U,,,,,
PAFK94H,2604,39,,,U,,,,,
PAFK94H,2604,40,,,U,,,,,
PAFK94H,2604,41,,,U,,,,,
PAFK94H,2604,42,,,U,,,,,
PAFK94H,2604,43,,,U,,,,,
PAFK94H,2604,44,,,U,,,,,
PAFK94H,2604,45,,,U,,,,,
PAFK94H,2604,46,,,U,,,,,
PAFK94H,2604,47,,,U,,,,,
PAFK94H,2604,48,,,U,,,,,
PAFK94H,2604,49,,,U,,,,,
PAFK94H,2604,50,,,U,,,,,
PAFK94H,2604,51,,,U,,,,,
PAFK94H,2604,52,,,U,,,,,
PAFK94H,2604,53,,,U,,,,,
PAFK94H,2604,54,,,U,,,,,
PAFK94H,2604,55,,,U,,,,,
PAFK94H,2604,56,,,U,,,,,
PAFK94H,2604,57,,,U,,,,,
PAFK94H,2604,58,,,U,,,,,
PAFK94H,2604,59,,,U,,,,,
PAFK94H,2604,60,,,U,,,,,
PAFK94H,2604,61,,,U,,,,,
PAFK94H,2604,62,,,U,,,,,
PAFK94H,2604,63,,,U,,,,,
PAFK94H,2604,64,,,U,,,,,
PAFK94H,2604,65,,,U,,,,,
PAFK94H,2604,66,,,U,,,,,
PAFK94H,2604,67,,,U,,,,,
PAFK94H,2604,68,,,U,,,,,
PAFK94H,2604,69,,,U,,,,,
PAFK94H,2604,70,,,U,,,,,
PAFK94H,2604,71,,,M,,,,,
PAFK94H,2604,72,,,M,,,,,
PAFK94H,2604,73,,,M,,,,,
PAFK94H,2604,74,,,M,,,,,
PAFK94H,2604,75,,,M,,,,,
PAFK94H,2604,76,,,M,,,,,
PAFK94H,2604,77,,,M,,,,,
PAFK94H,2604,78,,,M,,,,,
PAFK94H,2604,79,,,M,,,,,
PAFK94H,2604,80,,,M,,,,,
PAFK94H,2604,81,,,M,,,,,
PAFK94H,2604,82,,,M,,,,,
PAFK94H,2604,83,,,M,,,,,
PAFK94H,2604,84,,,M,,,,,
PAFK94H,2604,85,,,M,,,,,
PAFK94H,2604,86,,,F,,,,,
PAFK94H,2604,87,,,F,,,,,
PAFK94H,2604,88,,,F,,,,,
PAFK94H,2604,89,,,F,,,,,
PAFK94H,2604,90,,,F,,,,,
PAFK94H,2604,91,,,F,,,,,
PAFK94H,2604,92,,,F,,,,,
PAFK94H,2604,93,,,F,,,,,
PAFK94H,2604,94,,,F,,,,,
PAFK94H,2604,95,,,F,,,,,
PAFK94H,2604,96,,,F,,,,,
PAFK94H,2604,97,,,F,,,,,
PAFK94H,2604,98,,,F,,,,,
PAFK94H,2604,99,,,F,,,,,
PAFK94H,2604,100,,,F,,,,,
PCANN14,52460,1,,,M,,,,,
PCANN14,52460,2,,,M,,,,,
PCANN14,52460,3,,,M,,,,,
PCANN14,52460,4,,,M,,,,,
PCANN14,52460,5,,,M,,,,,
PCANN14,52460,6,,,M,,,,,
PCANN14,52460,7,,,M,,,,,
PCANN14,52460,8,,,M,,,,,
PCANN14,52460,9,,,M,,,,,
PCANN14,52460,10,,,M,,,,,
PCANN14,52460,11,,,M,,,,,
PCANN14,52460,12,,,M,,,,,
PCANN14,52460,13,,,M,,,,,
PCANN14,52460,14,,,M,,,,,
PCANN14,52460,15,,,M,,,,,
PCANN14,52460,16,,,M,,,,,
PCANN14,52460,17,,,M,,,,,
PCANN14,52460,18,,,M,,,,,
PCANN14,52460,19,,,M,,,,,
PCANN14,52460,20,,,M,,,,,
PCANN14,52460,21,,,M,,,,,
PCANN14,52460,22,,,M,,,,,
PCANN14,52460,23,,,M,,,,,
PCANN14,52460,24,,,M,,,,,
PCANN14,52460,25,,,M,,,,,
PCANN14,52460,26,,,F,,,,,
PCANN14,52460,27,,,F,,,,,
PCANN14,52460,28,,,F,,,,,
PCANN14,52460,29,,,F,,,,,
PCANN14,52460,30,,,F,,,,,
PCANN14,52460,31,,,F,,,,,
PCANN14,52460,32,,,F,,,,,
PCANN14,52460,33,,,F,,,,,
PCANN14,52460,34,,,F,,,,,
PCANN14,52460,35,,,F,,,,,
PCANN14,52460,36,,,F,,,,,
PCANN14,52460,37,,,F,,,,,
PCANN14,52460,38,,,F,,,,,
PCANN14,52460,39,,,F,,,,,
PCANN14,52460,40,,,F,,,,,
PCANN14,52460,41,,,F,,,,,
PCANN14,52460,42,,,F,,,,,
PCANN14,52460,43,,,F,,,,,
PCANN14,52460,44,,,F,,,,,
PCANN14,52460,45,,,F,,,,,
PCANN14,52460,46,,,F,,,,,
PCANN14,52460,47,,,F,,,,,
PCANN14,52460,48,,,F,,,,,
PCANN14,52460,49,,,F,,,,,
PCANN14,52460,50,,,F,,,,,
PCANN14,52460,51,,,M,,,,,
PCANN14,52460,52,,,M,,,,,
PCANN14,52460,53,,,M,,,,,
PCANN14,52460,54,,,M,,,,,
PCANN14,52460,55,,,M,,,,,
PCANN14,52460,56,,,M,,,,,
PCANN14,52460,57,,,M,,,,,
PCANN14,52460,58,,,M,,,,,
PCANN14,52460,59,,,M,,,,,
PCANN14,52460,60,,,M,,,,,
PCANN14,52460,61,,,M,,,,,
PCANN14,52460,62,,,M,,,,,
PCANN14,52460,63,,,M,,,,,
PCANN14,52460,64,,,M,,,,,
PCANN14,52460,65,,,M,,,,,
PCANN14,52460,66,,,M,,,,,
PCANN14,52460,67,,,M,,,,,
PCANN14,52460,68,,,M,,,,,
PCANN14,52460,69,,,M,,,,,
PCANN14,52460,70,,,M,,,,,
PCANN14,52460,71,,,M,,,,,
PCANN14,52460,72,,,M,,,,,
PCANN14,52460,73,,,M,,,,,
PCANN14,52460,74,,,M,,,,,
